MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
000163b877b6621c1cd078f6778e36fc,win8defender,1.1.15100.1,4.9.10586.0,1.273.1372.0,0,7.0,0,,53447.0,1.0,1.0,1,43,9315.0,27.0,53.0,42,windows10,x64,10.0.0.0,10586,768,th2,10586.122.amd64fre.th2_release_inmarket.160222-1549,Home,1.0,0,,0.0,76.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,171277.0,8.0,5.0,3038.0,,122104.0,SSD,61441.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,lip,0.0,10.0.10586.122,amd64,th2_release,10586,122,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Other,37.0,158,UNKNOWN,0,INVALID_LICENSE,OEM:DM,0.0,0.0,Retail,0.0,628.0,4107.0,1,0.0,0.0,0,0,0.0,0.0,7.0,1
000164411a99ebd6935520072674c8b4,win8defender,1.1.14800.3,4.14.17613.18039,1.267.359.0,0,7.0,0,,53447.0,1.0,1.0,1,141,147039.0,,167.0,227,windows10,x64,10.0.0.0,14393,768,rs1,14393.1066.amd64fre.rs1_release_sec.170327-1835,Home,1.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2767.0,274933.0,2.0,5.0,1992.0,,476940.0,HDD,476373.0,0,2048.0,Notebook,13.9,1366.0,768.0,Mobile,lion,0.0,10.0.14393.1066,amd64,rs1_release,14393,1066,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,10.0,35,Notify,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,639.0,5493.0,0,0.0,0.0,0,0,0.0,0.0,10.0,0
0001648853138dd3c1ef772e2080ee1e,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1293.0,0,7.0,0,,53447.0,1.0,1.0,1,160,159247.0,18.0,204.0,170,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,2910.0,263559.0,4.0,5.0,2494.0,,122104.0,SSD,121017.0,1,8192.0,Desktop,18.5,1280.0,720.0,Workstation,,4294967295.0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Upgrade,25.0,115,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,31934.0,0,,0.0,0,0,0.0,1.0,3.0,1
000169d2fc7eb9126270324cf997be56,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1304.0,0,7.0,0,,53447.0,1.0,1.0,1,207,19984.0,27.0,277.0,75,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Convertible,Windows.Desktop,2668.0,35288.0,4.0,5.0,2571.0,,122104.0,SSD,105139.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,,0.0,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Core,CORE,Reset,8.0,31,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,628.0,21810.0,1,,0.0,1,0,0.0,1.0,13.0,1
00016bfb0aab1000c28573c94906323c,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1413.0,0,7.0,0,,7945.0,2.0,1.0,1,93,64168.0,27.0,119.0,64,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,107.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,256585.0,4.0,5.0,2574.0,,953869.0,HDD,327897.0,0,4096.0,Portable,15.5,1366.0,768.0,Mobile,,0.0,10.0.15063.726,amd64,rs2_release,15063,726,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,355.0,20107.0,1,,0.0,0,0,0.0,0.0,8.0,0
00016c9d7670346f6d2f256c0091745a,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1574.0,0,7.0,0,,53447.0,1.0,1.0,1,201,4999.0,,267.0,251,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2102.0,241805.0,2.0,5.0,1998.0,,476940.0,HDD,150000.0,0,4096.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.17134.81,amd64,rs4_release,17134,81,Professional,PROFESSIONAL,UUPUpgrade,35.0,148,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Unknown,,554.0,33054.0,0,,0.0,0,0,0.0,0.0,11.0,1
00016d4e07b17f77200bbcccff05e61b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.461.0,0,7.0,0,,53447.0,1.0,1.0,1,201,73200.0,27.0,267.0,251,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,924.0,193937.0,4.0,5.0,3063.0,,122104.0,SSD,121087.0,0,16384.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,35.0,148,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,513.0,9562.0,1,,0.0,0,0,0.0,0.0,11.0,1
00016f4094439e12851b1dcf68b968a6,win8defender,1.1.13701.0,4.10.209.0,1.241.1278.0,0,7.0,0,2726.0,60180.0,2.0,2.0,1,180,145808.0,,233.0,210,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.18589.amd64fre.winblue_ltsb.170204-0600,Home,0.0,0,,,302.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,229888.0,2.0,5.0,1985.0,,476940.0,HDD,457985.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.10586.0,amd64,th2_release,10586,0,Core,CORE,Update,,128,FullAuto,0,IS_GENUINE,Retail,,,Retail,0.0,554.0,33111.0,1,0.0,0.0,0,0,0.0,0.0,3.0,0
000171542375a3bc2f87e14f135f671f,win8defender,1.1.15100.1,4.8.10240.17443,1.273.1826.0,0,7.0,0,,53447.0,1.0,1.0,1,169,144610.0,27.0,277.0,75,windows10,x64,10.0.0.0,10240,256,th1,10240.17443.amd64fre.th1.170602-2340,Pro,1.0,0,,0.0,53.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,585.0,208534.0,2.0,5.0,3262.0,,238475.0,HDD,119123.0,0,3072.0,Notebook,15.4,1280.0,800.0,Mobile,lion,0.0,10.0.10240.17443,amd64,th1_st1,10240,17443,Professional,PROFESSIONAL,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0.0,0.0,NOT_SET,0.0,803.0,63458.0,0,0.0,0.0,0,0,0.0,0.0,3.0,1
000171d4804bb3c0185acabd33d29138,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1744.0,0,7.0,0,,53447.0,1.0,1.0,1,171,96401.0,27.0,211.0,182,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,,Notebook,Windows.Desktop,525.0,331315.0,4.0,5.0,2701.0,,122104.0,SSD,121027.0,0,6144.0,Notebook,15.5,1920.0,1080.0,Mobile,,20.0,10.0.17134.81,amd64,rs4_release,17134,81,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,29.0,125,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Unknown,,142.0,70547.0,1,,0.0,0,0,0.0,0.0,3.0,0
000172dd21844e1dfa749006d5e108b2,win8defender,1.1.14600.4,4.13.17134.1,1.263.48.0,0,7.0,0,,53447.0,1.0,1.0,1,122,71132.0,27.0,89.0,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,4730.0,302721.0,4.0,5.0,2574.0,,953869.0,HDD,939437.0,0,4096.0,Notebook,17.3,1600.0,900.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,IBSClean,14.0,49,UNKNOWN,0,OFFLINE,Retail,,0.0,NOT_SET,,556.0,7221.0,1,,0.0,0,0,0.0,,,0
0001796c4cbebe00afe80a52e4ed1d31,win8defender,1.1.15200.1,4.18.1807.18075,1.275.699.0,0,7.0,0,,53447.0,1.0,1.0,1,81,56441.0,,107.0,224,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,65381.0,4.0,5.0,3026.0,,228936.0,SSD,228385.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,9.0,34,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Unknown,,628.0,56647.0,0,,0.0,0,0,0.0,0.0,10.0,0
00017be4a960fffb14eb8a03be294494,win8defender,1.1.15200.1,4.18.1807.18075,1.275.49.0,0,7.0,0,,48510.0,2.0,1.0,1,166,7092.0,27.0,167.0,227,windows10,x86,10.0.0.0,16299,768,rs3,16299.15.x86fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4730.0,311099.0,2.0,5.0,4337.0,,238475.0,HDD,236973.0,0,2048.0,Notebook,15.5,1366.0,768.0,Mobile,li-i,0.0,10.0.16299.547,x86,rs3_release,16299,547,Core,CORE,Update,9.0,34,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,0.0,512.0,7271.0,0,0.0,0.0,0,0,0.0,0.0,10.0,0
00017c458b5bf8592e2c1724fc366347,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1677.0,0,7.0,0,,53447.0,1.0,1.0,1,66,26872.0,18.0,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,239442.0,4.0,5.0,2543.0,,152627.0,HDD,150849.0,0,4096.0,Notebook,12.9,1366.0,768.0,Mobile,lion,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,Update,8.0,31,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,500.0,14886.0,0,0.0,0.0,0,0,0.0,1.0,5.0,1
00017c8e5572b1ac9714bec63539f326,win8defender,1.1.15200.1,4.18.1807.18075,1.275.563.0,0,7.0,0,,53447.0,1.0,1.0,1,43,93238.0,27.0,53.0,42,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3133.0,263755.0,6.0,5.0,2753.0,,228936.0,SSD,126535.0,0,16384.0,Desktop,31.5,2560.0,1440.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,IBSClean,37.0,158,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,9367.0,0,,0.0,0,1,0.0,1.0,7.0,1
00017cb450efe6ead289fb834f1b2468,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1608.0,0,7.0,0,,53447.0,1.0,1.0,1,142,75057.0,27.0,277.0,75,windows10,x86,10.0.0.0,17134,768,rs4,17134.1.x86fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,200309.0,2.0,5.0,3266.0,,476940.0,HDD,249450.0,0,3072.0,Notebook,14.1,1280.0,800.0,Mobile,,0.0,10.0.17134.228,x86,rs4_release,17134,228,Core,CORE,Refresh,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,500.0,33115.0,0,,0.0,0,0,0.0,0.0,1.0,0
00017d82a1439270936460fb05ff8977,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1494.0,0,7.0,0,,53447.0,1.0,1.0,1,12,142656.0,,15.0,58,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,Warn,1.0,1.0,Desktop,Windows.Desktop,1980.0,333188.0,6.0,5.0,2749.0,,953869.0,HDD,952787.0,0,8192.0,Desktop,28.8,2560.0,1080.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,Refresh,8.0,31,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,35238.0,0,,0.0,0,0,0.0,1.0,2.0,1
00017fa35ed739442dfc8787ef8d8182,win8defender,1.1.14600.4,4.10.14393.0,1.263.1879.0,0,7.0,0,,53447.0,1.0,1.0,1,60,134350.0,27.0,240.0,233,windows10,x64,10.0.0.0,14393,768,rs1,14393.0.amd64fre.rs1_release.160715-1616,Home,1.0,0,,,94.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,247520.0,8.0,5.0,2874.0,,715404.0,HDD,692326.0,0,6144.0,Notebook,17.2,1600.0,900.0,Mobile,,,10.0.14393.0,amd64,rs1_release,14393,0,Core,CORE,Reset,9.0,34,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33122.0,0,,0.0,0,0,0.0,0.0,15.0,0
000182abf815a4c4d5c3c8014a0399cb,win8defender,1.1.14901.4,4.12.17007.18022,1.269.345.0,0,7.0,0,,62773.0,1.0,1.0,1,166,33000.0,,277.0,75,windows10,x64,10.0.0.0,14393,768,rs1,14393.1715.amd64fre.rs1_release_inmarket.170906-1810,Home,0.0,0,,0.0,96.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2206.0,228975.0,2.0,5.0,1984.0,,476940.0,HDD,454740.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.14393.1715,amd64,rs1_release,14393,1715,Core,CORE,Update,8.0,31,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,554.0,32994.0,1,0.0,0.0,0,0,0.0,1.0,10.0,1
00018409da2d941df5463a564407aab7,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1165.0,0,7.0,0,,53447.0,1.0,1.0,1,201,70147.0,27.0,267.0,251,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,585.0,189457.0,4.0,5.0,2321.0,,476940.0,HDD,149434.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,35.0,148,FullAuto,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,556.0,63417.0,1,0.0,0.0,0,0,0.0,1.0,11.0,1
0001854cbf8598097588c73314c51399,win8defender,1.1.15100.1,4.9.10586.1106,1.273.1034.0,0,7.0,0,,53447.0,1.0,1.0,1,35,148234.0,27.0,45.0,60,windows10,x86,10.0.0.0,10586,768,th2,10586.1176.x86fre.th2_release_sec.170913-1848,Home,1.0,0,,0.0,74.0,RequireAdmin,1.0,1.0,SmallTablet,Windows.Desktop,2424.0,274167.0,4.0,5.0,1848.0,,29824.0,SSD,29206.0,0,1024.0,HandHeld,8.1,800.0,1280.0,Slate,lion,15.0,10.0.10586.1176,x86,th2_release_sec,10586,1176,Core,CORE,Update,8.0,31,Notify,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,142.0,1510.0,1,0.0,0.0,1,0,1.0,0.0,4.0,0
00018674e53a2322093a401954a613fd,win8defender,1.1.15200.1,4.10.209.0,1.275.445.0,0,7.0,0,,53447.0,1.0,1.0,1,107,57143.0,27.0,138.0,134,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19101.amd64fre.winblue_ltsb_escrow.180718-1800,Home,1.0,0,,0.0,333.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,4142.0,131674.0,4.0,5.0,2296.0,,476940.0,HDD,458767.0,0,4096.0,Laptop,15.5,1366.0,768.0,Mobile,,,10.0.10586.420,amd64,th2_release,10586,420,Core,CORE,Update,20.0,83,FullAuto,0,IS_GENUINE,Retail,,,Retail,,142.0,53003.0,1,,0.0,0,0,0.0,0.0,1.0,0
00018972595926de2486649a370f1397,win8defender,1.1.15200.1,4.18.1807.18075,1.275.948.0,0,7.0,0,,49480.0,2.0,1.0,1,41,77174.0,18.0,52.0,217,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,189411.0,4.0,5.0,2417.0,,953869.0,HDD,952728.0,1,12288.0,Notebook,13.9,1366.0,768.0,Mobile,,0.0,10.0.17134.254,amd64,rs4_release,17134,254,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9.0,34,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63103.0,1,,0.0,0,0,0.0,0.0,10.0,1
00018ab62ec28df0ce795a2ac0f3fd2e,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1454.0,0,7.0,0,,53447.0,1.0,1.0,1,29,143057.0,11.0,35.0,171,windows10,x86,10.0.0.0,17134,256,rs4,17134.1.x86fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Desktop,Windows.Desktop,3890.0,290682.0,2.0,5.0,1970.0,,305245.0,HDD,304631.0,0,2048.0,Desktop,15.5,1360.0,768.0,Desktop,,4294967295.0,10.0.17134.228,x86,rs4_release,17134,228,Professional,PROFESSIONAL,Clean,26.0,119,FullAuto,0,IS_GENUINE,Retail,,0.0,Retail,,361.0,12536.0,0,,0.0,0,0,0.0,1.0,10.0,1
00018eaae4389c515767f6643fb86e55,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1380.0,0,7.0,0,,23141.0,2.0,1.0,1,171,70765.0,18.0,211.0,182,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,1.0,0,,0.0,135.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,3436.0,328840.0,4.0,5.0,2002.0,,476940.0,HDD,475054.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,lion,0.0,10.0.16299.125,amd64,rs3_release,16299,125,Professional,PROFESSIONAL,UUPUpgrade,29.0,125,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,0.0,142.0,12459.0,0,0.0,0.0,0,0,0.0,0.0,3.0,1
00019029ed67b4badc9ca9c1c7619591,win8defender,1.1.15200.1,4.8.10240.17443,1.275.1783.0,0,7.0,0,,53447.0,1.0,1.0,1,94,,18.0,277.0,75,windows10,x64,10.0.0.0,10240,768,th1,10240.17443.amd64fre.th1.170602-2340,Home,1.0,0,,0.0,53.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,260856.0,4.0,5.0,2519.0,,305245.0,HDD,99650.0,0,4096.0,Laptop,14.0,1366.0,768.0,Mobile,lion,0.0,10.0.10240.17443,amd64,th1_st1,10240,17443,Core,CORE,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,0.0,0.0,NOT_SET,0.0,355.0,19951.0,0,0.0,0.0,0,0,0.0,0.0,11.0,1
0001922a97c1db20b027872c3f34fcd0,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1058.0,0,7.0,0,,53447.0,1.0,1.0,1,80,7182.0,18.0,101.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,Warn,1.0,1.0,Desktop,Windows.Desktop,4983.0,317701.0,12.0,5.0,3117.0,,238475.0,SSD,237894.0,0,16384.0,Desktop,27.0,1920.0,1080.0,Desktop,,4294967295.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,52458.0,0,,0.0,0,0,0.0,1.0,3.0,1
000195672455da6bfed4e4e9479dc729,win8defender,1.1.15200.1,4.18.1807.18075,1.275.500.0,0,0.0,0,,53447.0,1.0,1.0,1,50,68034.0,,68.0,51,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2668.0,147610.0,4.0,5.0,2467.0,,152627.0,HDD,151638.0,0,2048.0,Notebook,12.1,1280.0,800.0,Mobile,lion,0.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,3.0,20,Notify,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,628.0,16079.0,0,0.0,0.0,0,0,0.0,0.0,3.0,0
000195b10b7bb7d7f9d884f0a21299ce,win8defender,1.1.15200.1,4.13.17134.1,1.275.941.0,0,7.0,0,,53447.0,1.0,1.0,1,168,,,89.0,88,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,AllInOne,Windows.Desktop,3035.0,263666.0,4.0,5.0,2407.0,,228936.0,SSD,228320.0,0,4096.0,Desktop,18.5,1366.0,768.0,Desktop,,4294967295.0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,IBSClean,14.0,49,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,142.0,9411.0,0,,0.0,0,0,0.0,0.0,11.0,1
000196a4404ffb68c183de9a7470e830,win8defender,1.1.14800.3,4.14.17639.18041,1.267.1884.0,0,7.0,0,,53447.0,1.0,1.0,1,107,98813.0,18.0,138.0,134,windows10,x86,10.0.0.0,15063,256,rs2,15063.0.x86fre.rs2_release.170317-1834,Pro,1.0,0,,0.0,107.0,,1.0,1.0,Notebook,Windows.Desktop,4142.0,265093.0,2.0,5.0,1884.0,,152627.0,UNKNOWN,57341.0,0,1024.0,Notebook,10.0,1024.0,600.0,Mobile,,0.0,10.0.15063.608,x86,rs2_release,15063,608,Professional,PROFESSIONAL,IBSClean,20.0,83,UNKNOWN,0,INVALID_LICENSE,Retail,,0.0,Retail,,807.0,2321.0,0,,0.0,0,0,0.0,0.0,1.0,0
000196efc6196a801de6345cc543d516,win8defender,1.1.15200.1,4.18.1807.18075,1.275.710.0,0,7.0,0,,53447.0,1.0,1.0,1,162,128794.0,27.0,277.0,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,1443.0,260839.0,4.0,5.0,2525.0,,953869.0,HDD,953302.0,0,8192.0,Laptop,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,8.0,31,Notify,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,355.0,20107.0,1,0.0,0.0,0,0,0.0,0.0,13.0,0
0001984fe7c6563b505f9c9d5aa37fec,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1167.0,0,7.0,0,,7945.0,2.0,1.0,1,171,7076.0,,211.0,182,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171477.0,4.0,5.0,3499.0,,953869.0,HDD,926992.0,0,8192.0,Notebook,15.5,1024.0,768.0,Mobile,,0.0,10.0.15063.1206,amd64,rs2_release,15063,1206,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,29.0,125,Notify,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,13182.0,1,,0.0,0,0,0.0,1.0,3.0,0
00019bc1e9c8bb16a2fe2f5b64964718,win8defender,1.1.15200.1,4.18.1807.18075,1.275.199.0,0,7.0,0,,53447.0,1.0,1.0,1,141,98087.0,27.0,167.0,227,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Convertible,Windows.Desktop,2206.0,244535.0,4.0,5.0,3391.0,,476940.0,HDD,475514.0,0,4096.0,Notebook,11.6,1366.0,768.0,Mobile,lion,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,UUPUpgrade,10.0,35,FullAuto,0,INVALID_LICENSE,Retail,0.0,0.0,Retail,0.0,554.0,33070.0,0,0.0,0.0,0,0,0.0,1.0,10.0,1
00019dd8ad51f0921fa158d89755cf55,win8defender,1.1.15000.2,4.16.17656.18052,1.271.135.0,0,7.0,0,,53447.0,1.0,1.0,1,80,7182.0,27.0,101.0,107,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2206.0,230813.0,2.0,5.0,4337.0,,476940.0,HDD,435813.0,0,6144.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,6.0,28,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,500.0,15244.0,0,,0.0,0,0,0.0,0.0,3.0,0
